Entry	Add	Entry name	Status	Protein names	Gene names	Organism	Length
Q8VFY7	1	Q8VFY7_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	314
L7N2A1	1	L7N2A1_MOUSE	unreviewed	"Vomeronasal 2, receptor 60"	Vmn2r60	Mus musculus (Mouse)	853
D3YYT0	1	D3YYT0_MOUSE	unreviewed	Cadherin-2 (Neural cadherin)	Cdh2	Mus musculus (Mouse)	849
A0A0R5RP42	1	A0A0R5RP42_MOUSE	unreviewed	Sodium channel protein	Scn11a	Mus musculus (Mouse)	1765
J3QP71	1	J3QP71_MOUSE	unreviewed	Basigin (Fragment)	Bsg	Mus musculus (Mouse)	197
A0A1Y7VN85	1	A0A1Y7VN85_MOUSE	unreviewed	Neurotensin receptor type 2	Ntsr2	Mus musculus (Mouse)	281
A0A679AUV5	1	A0A679AUV5_MOUSE	unreviewed	GasderminA-3	Gsdma3 GsdmA-3	Mus musculus (Mouse)	464
Q8VG39	1	Q8VG39_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	312
A0PK62	1	A0PK62_MOUSE	unreviewed	Olfactory receptor 63	Olfr63	Mus musculus (Mouse)	316
B7ZBW1	1	B7ZBW1_MOUSE	unreviewed	Potassium voltage-gated channel subfamily KQT member 2	Kcnq2	Mus musculus (Mouse)	852
B7ZJH6	1	B7ZJH6_MOUSE	unreviewed	Sigma non-opioid intracellular receptor 1 (Sigma 1-type opioid receptor)	Sigmar1 Oprs1	Mus musculus (Mouse)	218
A2A614	1	A2A614_MOUSE	unreviewed	Guanine nucleotide-binding protein subunit gamma	Gngt2 RP23-151M22.5-001	Mus musculus (Mouse)	69
Q7TRU2	1	Q7TRU2_MOUSE	unreviewed	Olfactory receptor	Olfr520	Mus musculus (Mouse)	316
D3Z7M3	1	D3Z7M3_MOUSE	unreviewed	"Vomeronasal 2, receptor 73"	Vmn2r73	Mus musculus (Mouse)	851
B7ZBV8	1	B7ZBV8_MOUSE	unreviewed	Potassium voltage-gated channel subfamily KQT member 2	Kcnq2	Mus musculus (Mouse)	747
A0A3B2WB67	1	A0A3B2WB67_MOUSE	unreviewed	"Vomeronasal 2, receptor 18"	Vmn2r18	Mus musculus (Mouse)	871
Q3MI68	1	Q3MI68_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr1133	Mus musculus (Mouse)	312
E9PXB8	1	E9PXB8_MOUSE	unreviewed	Olfactory receptor	Olfr1116	Mus musculus (Mouse)	307
A0A0B6VQV1	1	A0A0B6VQV1_MOUSE	unreviewed	Melanocyte-stimulating hormone receptor (MSH-R) (Melanocortin receptor 1)	Mc1r	Mus musculus (Mouse)	315
Q8C8Z4	1	Q8C8Z4_MOUSE	unreviewed	Uncharacterized protein	Pcdhga5	Mus musculus (Mouse)	932
L7N1Z7	1	L7N1Z7_MOUSE	unreviewed	"Vomeronasal 2, receptor 2"	Vmn2r2	Mus musculus (Mouse)	824
Q5NCU0	1	Q5NCU0_MOUSE	unreviewed	Glycine receptor subunit alpha-1	Glra1	Mus musculus (Mouse)	366
A0A0B6VQU0	1	A0A0B6VQU0_MOUSE	unreviewed	Melanocyte-stimulating hormone receptor (MSH-R) (Melanocortin receptor 1)	Mc1r	Mus musculus (Mouse)	315
Q80WB7	1	Q80WB7_MOUSE	unreviewed	Phosphorylase b kinase regulatory subunit (Fragment)	Phkb	Mus musculus (Mouse)	316
A0A348BSL7	1	A0A348BSL7_MOUSE	unreviewed	Anoctamin	Ano1 Tmem16a	Mus musculus (Mouse)	982
A0A142J2E9	1	A0A142J2E9_MOUSE	unreviewed	Olfactory receptor 57 (Fragment)	Olfr57	Mus musculus (Mouse)	162
Q3TNL6	1	Q3TNL6_MOUSE	unreviewed	Anion exchange protein	Slc4a1	Mus musculus (Mouse)	929
B1AU41	1	B1AU41_MOUSE	unreviewed	Alpha-1B adrenergic receptor (Alpha-1B adrenoreceptor) (Fragment)	Adra1b	Mus musculus (Mouse)	462
A0A7U3JW69	1	A0A7U3JW69_MOUSE	unreviewed	Fibroblast growth factor (FGF)	Fgf13 Fgf1c	Mus musculus (Mouse)	245
D5MR28	1	D5MR28_MOUSE	unreviewed	Melanocyte-stimulating hormone receptor (Melanocortin receptor 1) (Fragment)	Mc1r	Mus musculus (Mouse)	136
Q8VFC7	1	Q8VFC7_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	318
E9PW99	1	E9PW99_MOUSE	unreviewed	Merlin (Fragment)	Nf2	Mus musculus (Mouse)	251
A0A3B2WC95	1	A0A3B2WC95_MOUSE	unreviewed	"Vomeronasal 2, receptor 28"	Vmn2r28	Mus musculus (Mouse)	720
A0A087WRW7	1	A0A087WRW7_MOUSE	unreviewed	Adenosine receptor A1 (Fragment)	Adora1	Mus musculus (Mouse)	178
A0A0U5J4W4	1	A0A0U5J4W4_MOUSE	unreviewed	"Tumor necrosis factor (TNF-a) (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) [Cleaved into: Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]"	Tnf Tnlg1f	Mus musculus (Mouse)	324
A0PK59	1	A0PK59_MOUSE	unreviewed	Olfactory receptor 679	Olfr679	Mus musculus (Mouse)	315
Q8VGV4	1	Q8VGV4_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	318
Q7TRS1	1	Q7TRS1_MOUSE	unreviewed	Olfactory receptor	Olfr583	Mus musculus (Mouse)	316
Q1WWK9	1	Q1WWK9_MOUSE	unreviewed	Olfr978 protein (Fragment)	Olfr978	Mus musculus (Mouse)	310
A0A3B2W871	1	A0A3B2W871_MOUSE	unreviewed	"Vomeronasal 2, receptor 17"	Vmn2r17	Mus musculus (Mouse)	848
A0A0N4SUZ6	1	A0A0N4SUZ6_MOUSE	unreviewed	Solute carrier organic anion transporter family member	Slco1c1	Mus musculus (Mouse)	666
Z4YLZ2	1	Z4YLZ2_MOUSE	unreviewed	Transient receptor potential cation channel subfamily V member 1 (Fragment)	Trpv1	Mus musculus (Mouse)	474
A0A1L1SUS1	1	A0A1L1SUS1_MOUSE	unreviewed	Olfactory receptor	Olfr857	Mus musculus (Mouse)	309
Q8R2A0	1	Q8R2A0_MOUSE	unreviewed	Vomeronasal type-1 receptor	V1re11	Mus musculus (Mouse)	310
Q3TEV8	1	Q3TEV8_MOUSE	unreviewed	RING-type domain-containing protein	Rffl	Mus musculus (Mouse)	336
Q3UG89	1	Q3UG89_MOUSE	unreviewed	Major prion protein	Prnp	Mus musculus (Mouse)	254
D3YY75	1	D3YY75_MOUSE	unreviewed	Vang-like protein	Vangl2	Mus musculus (Mouse)	561
E9PYF5	1	E9PYF5_MOUSE	unreviewed	"Vomeronasal 2, receptor 17"	Vmn2r17	Mus musculus (Mouse)	849
Q3TEQ2	1	Q3TEQ2_MOUSE	unreviewed	Interleukin-2 receptor subunit beta (High affinity IL-2 receptor subunit beta) (p70-75)	Il2rb	Mus musculus (Mouse)	539
Q3TYK4	1	Q3TYK4_MOUSE	unreviewed	Uncharacterized protein	Prkar1a	Mus musculus (Mouse)	510
C9K0Y4	1	C9K0Y4_MOUSE	unreviewed	Glutamate receptor	Gria1 glur-1	Mus musculus (Mouse)	907
M0QWR8	1	M0QWR8_MOUSE	unreviewed	Solute carrier organic anion transporter family member	Gm6614	Mus musculus (Mouse)	670
A2ANQ2	1	A2ANQ2_MOUSE	unreviewed	Alpha-1D adrenergic receptor (Alpha-1D adrenoreceptor)	Adra1d	Mus musculus (Mouse)	562
A0A0G2JG99	1	A0A0G2JG99_MOUSE	unreviewed	Potassium channel subfamily T member 1	Kcnt1	Mus musculus (Mouse)	1202
Q7TQS7	1	Q7TQS7_MOUSE	unreviewed	Olfactory receptor	Olfr1402	Mus musculus (Mouse)	315
A0A2I3BQ57	1	A0A2I3BQ57_MOUSE	unreviewed	"Olfactory receptor 682, pseudogene 1"	Olfr682-ps1	Mus musculus (Mouse)	299
Q8VEY8	1	Q8VEY8_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	313
K7N6Z2	1	K7N6Z2_MOUSE	unreviewed	"Vomeronasal 2, receptor 97"	Vmn2r97	Mus musculus (Mouse)	861
G3UZC7	1	G3UZC7_MOUSE	unreviewed	"Vomeronasal 2, receptor, pseudogene 158"	Vmn2r-ps158 Gm9268 Vmn2r126	Mus musculus (Mouse)	854
Q7TQW0	1	Q7TQW0_MOUSE	unreviewed	Olfactory receptor Olfr1328	Olfr1328	Mus musculus (Mouse)	313
Q8VF68	1	Q8VF68_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	311
O54712	1	O54712_MOUSE	unreviewed	Acetylcholine receptor epsilon subunit (Fragment)	Chrne	Mus musculus (Mouse)	91
A0A3Q4EH53	1	A0A3Q4EH53_MOUSE	unreviewed	"Vomeronasal 2, receptor 111"	Vmn2r111	Mus musculus (Mouse)	817
A0A3B2WCU6	1	A0A3B2WCU6_MOUSE	unreviewed	"Vomeronasal 2, receptor 69"	Vmn2r69	Mus musculus (Mouse)	571
A0A1B0GSI4	1	A0A1B0GSI4_MOUSE	unreviewed	Glutamate receptor	Grik1	Mus musculus (Mouse)	903
B1AUQ5	1	B1AUQ5_MOUSE	unreviewed	Gamma-aminobutyric acid receptor subunit theta	Gabrq	Mus musculus (Mouse)	525
Q8VGZ1	1	Q8VGZ1_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	319
Q542K6	1	Q542K6_MOUSE	unreviewed	T-cell surface glycoprotein CD8 alpha chain	Cd8a	Mus musculus (Mouse)	247
Q8VGF3	1	Q8VGF3_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	311
A0A338P788	1	A0A338P788_MOUSE	unreviewed	"Vomeronasal 2, receptor 100"	Vmn2r100	Mus musculus (Mouse)	787
Q8R2C5	1	Q8R2C5_MOUSE	unreviewed	Vomeronasal type-1 receptor	V1rc29	Mus musculus (Mouse)	303
K3W4N7	1	K3W4N7_MOUSE	unreviewed	Sodium channel protein	Scn5a	Mus musculus (Mouse)	2020
B1AVY2	1	B1AVY2_MOUSE	unreviewed	Gamma-aminobutyric acid receptor subunit alpha-3	Gabra3	Mus musculus (Mouse)	533
S4R2M4	1	S4R2M4_MOUSE	unreviewed	ABC-type xenobiotic transporter (EC 7.6.2.2) (Fragment)	Abcg2	Mus musculus (Mouse)	130
Q8C571	1	Q8C571_MOUSE	unreviewed	Monocarboxylate transporter 1 (Solute carrier family 16 member 1) (Fragment)	Slc16a1	Mus musculus (Mouse)	450
Q8VGG5	1	Q8VGG5_MOUSE	unreviewed	Olfactory receptor MOR155-1		Mus musculus (Mouse)	312
Q80UB2	1	Q80UB2_MOUSE	unreviewed	Growth hormone secretagogue receptor type 1 (GH-releasing peptide receptor) (Ghrelin receptor) (Fragment)	Ghsr	Mus musculus (Mouse)	123
Q3TWV0	1	Q3TWV0_MOUSE	unreviewed	Vimentin	Vim	Mus musculus (Mouse)	466
Q7TS21	1	Q7TS21_MOUSE	unreviewed	Olfactory receptor	Olfr257	Mus musculus (Mouse)	319
Q8VFI5	1	Q8VFI5_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	311
A0A5F8MPK0	1	A0A5F8MPK0_MOUSE	unreviewed	Voltage-gated potassium channel subunit beta-1 (K(+) channel subunit beta-1) (Kv-beta-1)	Kcnab1	Mus musculus (Mouse)	419
A0A654ICD2	1	A0A654ICD2_MOUSE	unreviewed	Gap junction protein	Gja1 Cxnk1	Mus musculus (Mouse)	382
E9Q413	1	E9Q413_MOUSE	unreviewed	Olfactory receptor	Olfr920	Mus musculus (Mouse)	310
O35202	1	O35202_MOUSE	unreviewed	Putative pheromone receptor	Vmn2r37 V2r14 VR14	Mus musculus (Mouse)	804
A0A126GX06	1	A0A126GX06_MOUSE	unreviewed	Olfactory receptor	Olfr519	Mus musculus (Mouse)	314
A0A3B2WBJ5	1	A0A3B2WBJ5_MOUSE	unreviewed	"Vomeronasal 2, receptor 74"	Vmn2r74	Mus musculus (Mouse)	850
Q497D3	1	Q497D3_MOUSE	unreviewed	Chemerin-like receptor 1 (Chemokine-like receptor 1)	Cmklr1	Mus musculus (Mouse)	371
F8VPQ7	1	F8VPQ7_MOUSE	unreviewed	Sodium channel protein	Scn9a	Mus musculus (Mouse)	1975
Q7TR22	1	Q7TR22_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr1175	Mus musculus (Mouse)	312
Q8VGQ5	1	Q8VGQ5_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	319
Q5SZ87	1	Q5SZ87_MOUSE	unreviewed	Hereditary hemochromatosis protein homolog	Hfe	Mus musculus (Mouse)	271
Q148R5	1	Q148R5_MOUSE	unreviewed	Glutamate receptor	Grik4	Mus musculus (Mouse)	956
A0A679AXP3	1	A0A679AXP3_MOUSE	unreviewed	GasderminD-1	Gsdmd GsdmD-1	Mus musculus (Mouse)	487
D3YVV1	1	D3YVV1_MOUSE	unreviewed	Cell cycle control protein	Tmem30a	Mus musculus (Mouse)	328
A0A5F8MPM2	1	A0A5F8MPM2_MOUSE	unreviewed	Anoctamin	Ano1	Mus musculus (Mouse)	1040
A0A3B2WCK1	1	A0A3B2WCK1_MOUSE	unreviewed	"Vomeronasal 2, receptor 110"	Vmn2r110	Mus musculus (Mouse)	837
A0A654ICC6	1	A0A654ICC6_MOUSE	unreviewed	Gap junction protein	Cxns	Mus musculus (Mouse)	310
G5E8Y0	1	G5E8Y0_MOUSE	unreviewed	Sodium/calcium exchanger 1 (Na(+)/Ca(2+)-exchange protein 1) (Solute carrier family 8 member 1)	Slc8a1	Mus musculus (Mouse)	970
Q924D5	1	Q924D5_MOUSE	unreviewed	Calcitonin receptor		Mus musculus (Mouse)	478
C9K0Y6	1	C9K0Y6_MOUSE	unreviewed	Glutamate receptor	Gria3 glur-3	Mus musculus (Mouse)	774
Q80VF9	1	Q80VF9_MOUSE	unreviewed	Rftn1 protein (Fragment)	Rftn1	Mus musculus (Mouse)	336
Q8BZK1	1	Q8BZK1_MOUSE	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein (Fragment)	Ptger4	Mus musculus (Mouse)	349
Q3U6H6	1	Q3U6H6_MOUSE	unreviewed	Phosphorylase b kinase regulatory subunit (Fragment)	Phkb	Mus musculus (Mouse)	375
A0A494BBD8	1	A0A494BBD8_MOUSE	unreviewed	Annexin	Anxa1	Mus musculus (Mouse)	302
K7N726	1	K7N726_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r122	Mus musculus (Mouse)	305
Q8VFT7	1	Q8VFT7_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	311
D3Z148	1	D3Z148_MOUSE	unreviewed	Caveolin (Fragment)	Cav1	Mus musculus (Mouse)	115
E9Q4H3	1	E9Q4H3_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r119	Mus musculus (Mouse)	307
A2AGQ2	1	A2AGQ2_MOUSE	unreviewed	MAP kinase-activating death domain protein	Madd	Mus musculus (Mouse)	1554
B7ZBW2	1	B7ZBW2_MOUSE	unreviewed	Potassium voltage-gated channel subfamily KQT member 2	Kcnq2	Mus musculus (Mouse)	839
Q3UMY0	1	Q3UMY0_MOUSE	unreviewed	Guanine nucleotide-binding protein subunit gamma	Gng8	Mus musculus (Mouse)	70
G5E8C3	1	G5E8C3_MOUSE	unreviewed	Retinoic acid-induced protein 3	Gprc5a	Mus musculus (Mouse)	356
E9Q2A6	1	E9Q2A6_MOUSE	unreviewed	Non-specific protein-tyrosine kinase (EC 2.7.10.2)	Ptk2b	Mus musculus (Mouse)	967
Q8VG69	1	Q8VG69_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	311
Q7TR60	1	Q7TR60_MOUSE	unreviewed	Olfactory receptor	Olfr1098	Mus musculus (Mouse)	315
Q7TQQ1	1	Q7TQQ1_MOUSE	unreviewed	Olfactory receptor	Olfr1506	Mus musculus (Mouse)	309
Q3UPE1	1	Q3UPE1_MOUSE	unreviewed	Fibroblast growth factor receptor (EC 2.7.10.1)	Fgfr3	Mus musculus (Mouse)	801
Q3TV00	1	Q3TV00_MOUSE	unreviewed	Prohibitin (Fragment)	Phb Gm7666	Mus musculus (Mouse)	217
A0A0R5RP26	1	A0A0R5RP26_MOUSE	unreviewed	Sodium channel protein	Scn9a	Mus musculus (Mouse)	1973
Q8VES4	1	Q8VES4_MOUSE	unreviewed	Olfactory receptor (Fragment)		Mus musculus (Mouse)	302
Q8CEF2	1	Q8CEF2_MOUSE	unreviewed	Uncharacterized protein	Parvg	Mus musculus (Mouse)	331
A0A0U1RP49	1	A0A0U1RP49_MOUSE	unreviewed	Olfactory receptor 1508 (Fragment)	Olfr1508	Mus musculus (Mouse)	128
Q5DTQ9	1	Q5DTQ9_MOUSE	unreviewed	MKIAA0327 protein (Fragment)	Pcdhga8 mKIAA0327	Mus musculus (Mouse)	933
A0A0B6VSI9	1	A0A0B6VSI9_MOUSE	unreviewed	Melanocyte-stimulating hormone receptor (MSH-R) (Melanocortin receptor 1)	Mc1r	Mus musculus (Mouse)	315
Q8C6Z4	1	Q8C6Z4_MOUSE	unreviewed	Platelet glycoprotein 4 (Glycoprotein IIIb) (PAS IV) (PAS-4) (Platelet glycoprotein IV)	Cd36	Mus musculus (Mouse)	472
A0A0J9YU95	1	A0A0J9YU95_MOUSE	unreviewed	Metabotropic glutamate receptor 2 (Fragment)	Grm2	Mus musculus (Mouse)	381
Q9WU93	1	Q9WU93_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	318
A0A1W2P6T3	1	A0A1W2P6T3_MOUSE	unreviewed	Voltage-dependent L-type calcium channel subunit alpha	Cacna1c	Mus musculus (Mouse)	1969
Q8VIQ4	1	Q8VIQ4_MOUSE	unreviewed	Podocalyxin (Podocalyxin-like protein 1)	Podxl	Mus musculus (Mouse)	465
Q548V8	1	Q548V8_MOUSE	unreviewed	Glucagon receptor		Mus musculus (Mouse)	485
E9PVE0	1	E9PVE0_MOUSE	unreviewed	Solute carrier organic anion transporter family member	Slco5a1	Mus musculus (Mouse)	688
A0A0R4J0A4	1	A0A0R4J0A4_MOUSE	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	Flt1	Mus musculus (Mouse)	1333
A6H6I2	1	A6H6I2_MOUSE	unreviewed	Olfactory receptor	Olfr420	Mus musculus (Mouse)	321
A2AI21	1	A2AI21_MOUSE	unreviewed	Glutamate receptor	Grin1	Mus musculus (Mouse)	959
Q8BSI9	1	Q8BSI9_MOUSE	unreviewed	Cadherin-2 (Neural cadherin)	Cdh2	Mus musculus (Mouse)	906
E9QAZ9	1	E9QAZ9_MOUSE	unreviewed	"Vomeronasal 2, receptor 100"	Vmn2r100	Mus musculus (Mouse)	850
E9PYG5	1	E9PYG5_MOUSE	unreviewed	Gamma-parvin	Parvg	Mus musculus (Mouse)	384
A1BQX4	1	A1BQX4_MOUSE	unreviewed	Tricellulin isoform b	Marveld2	Mus musculus (Mouse)	373
Q8R2X0	1	Q8R2X0_MOUSE	unreviewed	Ehd2 protein	Ehd2	Mus musculus (Mouse)	443
A2AUC6	1	A2AUC6_MOUSE	unreviewed	Bardet-Biedl syndrome 5 protein homolog	Bbs5	Mus musculus (Mouse)	320
A0A571BEM7	1	A0A571BEM7_MOUSE	unreviewed	Voltage-gated potassium channel subunit beta-1 (K(+) channel subunit beta-1) (Kv-beta-1)	Kcnab2	Mus musculus (Mouse)	415
Q3UC44	1	Q3UC44_MOUSE	unreviewed	Lipoprotein lipase (LPL) (EC 3.1.1.34)	Lpl	Mus musculus (Mouse)	474
A0A3B2W7D5	1	A0A3B2W7D5_MOUSE	unreviewed	"Vomeronasal 2, receptor 69"	Vmn2r69	Mus musculus (Mouse)	553
Q7TQX2	1	Q7TQX2_MOUSE	unreviewed	Olfactory receptor	Olfr1306	Mus musculus (Mouse)	312
A0A3Q4EI12	1	A0A3Q4EI12_MOUSE	unreviewed	Ras-related protein Rab-18	Rab18	Mus musculus (Mouse)	212
Q2NKW3	1	Q2NKW3_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr11	Mus musculus (Mouse)	312
Q6QHF1	1	Q6QHF1_MOUSE	unreviewed	Tumor necrosis factor receptor superfamily member 1A (Tumor necrosis factor receptor 1) (Tumor necrosis factor receptor type I) (p55) (p60) (Fragment)	Tnfrsf1a	Mus musculus (Mouse)	440
A0A2I3BQ58	1	A0A2I3BQ58_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r196	Mus musculus (Mouse)	224
F8UX47	1	F8UX47_MOUSE	unreviewed	Beta-2 adrenergic receptor (Beta-2 adrenoceptor) (Beta-2 adrenoreceptor) (Fragment)	Adrb2	Mus musculus (Mouse)	156
D3YVY7	1	D3YVY7_MOUSE	unreviewed	Hyaluronidase (EC 3.2.1.35) (Fragment)	Hyal3	Mus musculus (Mouse)	328
E9PX46	1	E9PX46_MOUSE	unreviewed	Epsilon-sarcoglycan	Sgce	Mus musculus (Mouse)	434
F7C376	1	F7C376_MOUSE	unreviewed	Voltage-dependent L-type calcium channel subunit alpha	Cacna1c	Mus musculus (Mouse)	2222
Q54AJ5	1	Q54AJ5_MOUSE	unreviewed	CD166 antigen (Activated leukocyte cell adhesion molecule)	Alcam musc	Mus musculus (Mouse)	583
Q8C5R4	1	Q8C5R4_MOUSE	unreviewed	Uncharacterized protein	Parva	Mus musculus (Mouse)	372
A0A0G2JGA6	1	A0A0G2JGA6_MOUSE	unreviewed	Potassium voltage-gated channel subfamily KQT member 2 (Fragment)	Kcnq2	Mus musculus (Mouse)	285
Q8VFG0	1	Q8VFG0_MOUSE	unreviewed	Olfactory receptor		Mus musculus (Mouse)	312
Q3U210	1	Q3U210_MOUSE	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	Csf1r	Mus musculus (Mouse)	977
E9PUI5	1	E9PUI5_MOUSE	unreviewed	Formin-binding protein 1-like (Transducer of Cdc42-dependent actin assembly protein 1)	Fnbp1l	Mus musculus (Mouse)	609
A0A0J9YUW5	1	A0A0J9YUW5_MOUSE	unreviewed	Sodium channel protein	Scn8a	Mus musculus (Mouse)	1937
A0A0B6VND3	1	A0A0B6VND3_MOUSE	unreviewed	Melanocyte-stimulating hormone receptor (MSH-R) (Melanocortin receptor 1)	Mc1r	Mus musculus (Mouse)	315
Q8CBE6	1	Q8CBE6_MOUSE	unreviewed	Dystroglycan 1 (Dystroglycan) (Dystrophin-associated glycoprotein 1)	Dag1	Mus musculus (Mouse)	893
Q3UD36	1	Q3UD36_MOUSE	unreviewed	Vimentin (Fragment)	Vim	Mus musculus (Mouse)	405
Q3UV76	1	Q3UV76_MOUSE	unreviewed	Phosphorylase b kinase regulatory subunit (Fragment)	Phkb	Mus musculus (Mouse)	216
A0A126GWZ8	1	A0A126GWZ8_MOUSE	unreviewed	Olfr1343-ps1	Olfr1343-ps1	Mus musculus (Mouse)	136
Q8BK41	1	Q8BK41_MOUSE	unreviewed	Adenosine receptor A2 (Fragment)	Adora2b	Mus musculus (Mouse)	296
Q8K3N6	1	Q8K3N6_MOUSE	unreviewed	Vomeronasal type-1 receptor		Mus musculus (Mouse)	289
A0A0M4TQ16	1	A0A0M4TQ16_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr1484	Mus musculus (Mouse)	222
M1GNA0	1	M1GNA0_MOUSE	unreviewed	Anoctamin	Ano2	Mus musculus (Mouse)	903
Q8K535	1	Q8K535_MOUSE	unreviewed	Olfactory receptor GA_x5J8B7TYTVL-817-1341 (Fragment)		Mus musculus (Mouse)	175
Q1LZK7	1	Q1LZK7_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr518	Mus musculus (Mouse)	332
Q3UUP2	1	Q3UUP2_MOUSE	unreviewed	COesterase domain-containing protein (Fragment)	Nlgn1	Mus musculus (Mouse)	554
A6H5W5	1	A6H5W5_MOUSE	unreviewed	Olfactory receptor	Olfr444	Mus musculus (Mouse)	310
A2AI19	1	A2AI19_MOUSE	unreviewed	Glutamate receptor	Grin1	Mus musculus (Mouse)	901
B1AWJ4	1	B1AWJ4_MOUSE	unreviewed	Transmembrane protein 8B	Tmem8b	Mus musculus (Mouse)	931
Q9EQ34	1	Q9EQ34_MOUSE	unreviewed	Vomeronasal type-1 receptor	V1rc9	Mus musculus (Mouse)	276
B2RY06	1	B2RY06_MOUSE	unreviewed	Sodium channel protein	Scn9a	Mus musculus (Mouse)	1973
Q3TVS1	1	Q3TVS1_MOUSE	unreviewed	Amyloid-beta A4 protein	App	Mus musculus (Mouse)	582
Q9EQ37	1	Q9EQ37_MOUSE	unreviewed	Vomeronasal type-1 receptor	V1rc6	Mus musculus (Mouse)	299
O70206	1	O70206_MOUSE	unreviewed	Glypican-5 (Fragment)	Gpc5	Mus musculus (Mouse)	104
A4IF58	1	A4IF58_MOUSE	unreviewed	Olfactory receptor (Fragment)	Olfr506	Mus musculus (Mouse)	253
A0A679B0N4	1	A0A679B0N4_MOUSE	unreviewed	GasderminC-2	Gsdmc4 GsdmC-2	Mus musculus (Mouse)	480
Q60733	1	Q60733_MOUSE	unreviewed	Kappa opioid receptor (Fragment)	oprk1	Mus musculus (Mouse)	117
A0A2I3BR36	1	A0A2I3BR36_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r36	Mus musculus (Mouse)	199
E9Q5V3	1	E9Q5V3_MOUSE	unreviewed	Gasdermin-E	Gsdme Dfna5	Mus musculus (Mouse)	424
Q32S50	1	Q32S50_MOUSE	unreviewed	Receptor protein-tyrosine kinase (EC 2.7.10.1)	Musk	Mus musculus (Mouse)	868
Q7TRQ0	1	Q7TRQ0_MOUSE	unreviewed	Olfactory receptor	Olfr652	Mus musculus (Mouse)	315
A0A2I3BRC4	1	A0A2I3BRC4_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r52	Mus musculus (Mouse)	109
Q3US12	1	Q3US12_MOUSE	unreviewed	Type-2 angiotensin II receptor (Angiotensin II type-2 receptor)	Agtr2	Mus musculus (Mouse)	393
A0A140LHN3	1	A0A140LHN3_MOUSE	unreviewed	"Olfactory receptor 753, pseudogene 1"	Olfr753-ps1	Mus musculus (Mouse)	164
Q8C9A0	1	Q8C9A0_MOUSE	unreviewed	Glutamate receptor (Fragment)	Grik1	Mus musculus (Mouse)	900
A0A2I3BQD8	1	A0A2I3BQD8_MOUSE	unreviewed	Vomeronasal type-1 receptor	Vmn1r89	Mus musculus (Mouse)	248
Q3U5N9	1	Q3U5N9_MOUSE	unreviewed	Annexin	Anxa1	Mus musculus (Mouse)	346
E9Q451	1	E9Q451_MOUSE	unreviewed	Cadherin-8	Cdh8	Mus musculus (Mouse)	754
Q7TRW2	1	Q7TRW2_MOUSE	unreviewed	Olfactory receptor	Olfr427	Mus musculus (Mouse)	315
A1A553	1	A1A553_MOUSE	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	Stk10	Mus musculus (Mouse)	966
C9K0Z4	1	C9K0Z4_MOUSE	unreviewed	Glutamate receptor	Grin2d glur epsilon 4	Mus musculus (Mouse)	1319
Q7TS28	1	Q7TS28_MOUSE	unreviewed	Olfactory receptor Olfr239	Olfr239	Mus musculus (Mouse)	315
Q5NC45	1	Q5NC45_MOUSE	unreviewed	Olfactory receptor	Olfr332	Mus musculus (Mouse)	344
A0A1L1SUX8	1	A0A1L1SUX8_MOUSE	unreviewed	Thy-1 membrane glycoprotein (Thy-1 antigen) (Fragment)	Thy1	Mus musculus (Mouse)	125
A0A2I3BRX0	1	A0A2I3BRX0_MOUSE	unreviewed	Olfactory receptor	Olfr104-ps	Mus musculus (Mouse)	322
